game_type,game_id,node_count,full_game_id
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)",247,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)-real"
real,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)",211,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)-real"
real,"(1, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0)",215,"(1, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",98,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",364,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)",304,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",77,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)",308,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",217,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",124,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",93,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",133,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",133,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-real"
real,"(1, 1, 4, 1, 0, 0, 0, 0, 2, 0, 1, 0)",364,"(1, 1, 4, 1, 0, 0, 0, 0, 2, 0, 1, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",57,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",287,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",52,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",117,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",56,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",120,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)",191,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",108,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0)",321,"(1, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",131,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",102,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",52,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)",137,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",145,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",116,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",126,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",326,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",197,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",74,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",207,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",104,"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0)",409,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0)-real"
real,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)",157,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",285,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",131,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",81,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",188,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real"
real,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",122,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-real"
real,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",249,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-real"
real,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0)",131,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0)-real"
matched,"(1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)",140,"(1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)-matched"
matched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",122,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)",120,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)-matched"
matched,"(1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)",120,"(1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",102,"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",52,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",127,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-matched"
matched,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)",174,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-matched"
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",73,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)",159,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",38,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)",137,"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)",108,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)-matched"
matched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)",122,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",72,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",67,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",54,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",52,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",117,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)",123,"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)",131,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",63,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",54,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)",222,"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",67,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)",92,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)-matched"
matched,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",164,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-matched"
matched,"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)",107,"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)-matched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",43,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",57,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",37,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",32,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",42,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",73,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",57,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",42,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",76,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",57,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)",100,"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)",125,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)",93,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)",99,"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)",89,"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0)",79,"(1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1)",91,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)",74,"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)",115,"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)",126,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)",155,"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)",133,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0)",112,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)",179,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)",169,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)",164,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)",87,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)",147,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)",135,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)",199,"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)",133,"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)",209,"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)",191,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3)",160,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)",151,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)",182,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)",199,"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)",210,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)",225,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
