Index,structure_start,structure,count
117,hold,(hold (and (in_motion ?x) (not (agent_holds ?x) ) (not (agent_holds ?x) ) ) ),1
118,hold,(hold (and (in_motion ?x) (not (agent_holds ?x) ) (not (touch ?x ?x) ) ) ),2
119,hold,(hold (and (in_motion ?x) (not (agent_holds ?x) ) (touch ?x ?x) ) ),1
120,hold,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) (not (in ?x ?x) ) ) (touch ?x ?x) ),1
121,hold,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) ) (in ?x ?x) ),1
122,hold,(hold (forall (?c - (either cube_block_blue cube_block_yellow)) (or (on ?x ?x) (agent_holds ?x) (in_motion ?x) (near ?x ?x) (exists (?c2 - (either cube_block_blue cube_block_yellow)) (and (not (same_object ?x ?x) ) (adjacent ?x ?x) (on ?x ?x) (on ?x ?x) ) ) ) ) ),1
123,hold,(hold (forall (?c - (either cube_block_blue cube_block_yellow)) (near ?x ?x) ) ),1
124,hold,(hold-while (near ?x ?x) (exists (?b - ball) (agent_holds ?x) ) ),1
125,hold,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) ) (on ?x ?x) (on ?x ?x) (on ?x ?x) ),1
126,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) ) (touch ?x ?x) ),8
127,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) ) (on ?x ?x) ),3
128,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) (not (or (agent_holds ?x) (touch ?x ?x) ) ) ) (in_motion ?x) ),2
129,hold-while,(hold-while (and (in ?x ?x) (not (agent_holds ?x) ) (in_motion ?x) ) (touch ?x ?x) ),1
130,hold-while,(hold-while (and (not (agent_holds ?x) ) (in ?x ?x) (or (agent_holds ?x) (in_motion ?x) ) ) (touch ?x ?x) ),3
131,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) (not (exists (?b - cube_block) (touch ?x ?x) ) ) ) (above ?x ?x) ),1
132,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) ) (touch ?x ?x) ),6
133,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) ) (touch ?x ?x) (in_motion ?x) ),1
134,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) (not (exists (?c - cylindrical_block) (touch ?x ?x) ) ) ) (touch ?x ?x) ),1
135,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) (not (exists (?c - cylindrical_block) (touch ?x ?x) ) ) ) (above ?x ?x) ),1
136,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) ) (touch ?x ?x) (in_motion ?x) ),3
137,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) (not (agent_holds ?x) ) ) (touch ?x ?x) (in_motion ?x) ),1
138,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) (not (in ?x ?x) ) ) (touch ?x ?x) ),1
139,hold-while,(hold-while (and (in_motion ?x) (not (agent_holds ?x) ) ) (in ?x ?x) ),1
140,hold-while,(hold-while (near ?x ?x) (exists (?b - ball) (agent_holds ?x) ) ),1
141,hold-while,(hold-while (and (not (agent_holds ?x) ) (in_motion ?x) ) (on ?x ?x) (on ?x ?x) (on ?x ?x) ),1
