Recorded Date,"Optionally, please describe any setup required in the room (as seen in the pictures) before you could play your game. Specifically, please list which objects your game uses and where in the room they need to be to play your game:



Please use the specific names for the items as provided in the table above.","Please describe a game you could play in this room:



Please use the specific names for the items as provided in the table above.","Please explain the scoring system for your game:



Please use the specific names for the items as provided in the table above.",How hard would you think your game is?,What do you imagine you would score on the first time playing your game?,"Please tell us, in a few sentences, about the strategy you used to create games. What did you consider? How did you go about it?",Did you have any technical difficulties while completing the experiment?,Do you have any questions or comments for us?
3/5/2021 16:17:19,"Build a random path with all the blocks with ups and downs, starting with a ramp and ending with a hexagonal bin. ","With the path that was build drop a dodgeball at the beginning of the path, preferably starting at a ramp to gain speed and then end inside the hexagonal bin. ","Each time the ball makes it inside the bin, one point is scored.",Very Easy,1,I considered creativity and imagination. A simple game of ball throwing is never boring.,no,no
3/5/2021 16:20:26,"3 bridge blocks, 2 chairs, hexagonal bin, 3 tall cylindrical blocks ","the game is going to be played on the floor. I will place the 3 bridge blocks, 3 tall cylindrical blocks, the hexagonal bin and the 2 chairs one after the other keeping 1 metre of distance between each item.  after creating this ""line"" each item will represent a level. The palyer has to try to jump over each element and every time the player manage to jump over each item he or she will pass the level.
","you have only one possibility, if you don't manage to jump over an item you will not pass the level and you will start all over again.
every level you pass you will score 1 for each item.
if you manage to jump over multiple items at once you will score 3 times the points.
the quicker you get at the end the higher score you will get ",Easy,27,to create my strategy I looked at all the items available and I started imagining what I would do if I had to create a game in that specific room. I visioned myself inside the room,no,no
3/5/2021 16:24:59,"3 golfballs, mug, hexagonal bin. Take up rug and place hexagonal bin and mug next to each other on the floor halfway between bed and desk ","A version of ""pong"" where you bounce the 3 golfballs  (one at a time) to aim into the mug or hexagonal bin. ","1 point for getting the golfball in the hexagonal bin, three points for getting the golfball in the mug. ",Medium,2,I was first trying to make something but then realised that would be one-off so I tried to come up with games that could be played repeatedly and that most people could attempt. ,The last one was hard as there were not many items. ,
3/5/2021 16:27:06,"The 3 cube blocks, 3 tall cylindrical blocks and the 3 short cylindrical blocks should be moved to the center of the room in an area that the player can see the clock. ","In this game, the player can use the clock to keep track of time. Each round, the player has one minute to build a tower using the blocks as tall as they can without it falling over.",Each block that is added to the tower before the time runs out and it falls over is one point gained by the player. ,Hard,6 points,"All that I really considered while creating these games were what objects were in the room and what ways I could play with them. I also had to consider how to incorporate a scoring system into each one, because it wasn't something that I would naturally think of to kill time. ",No technical difficulties. ,No questions at this time.
3/5/2021 16:28:55,"3 dodgeballs, 3 golfballs, hexagonal bin, 2 large triangular ramps, 2 chairs","Use one of the dodgeballs or the golfballs, the one you prefer the most, place a triangular ramp in front of you, then an hexagonal bin in front of the triangular ramp a few meters away and sit in one of the 2 chairs that will be placed close to triangular ramp.
The objective is to sit on the chair, pick up one of the balls and throw it on the triangular ramp in order to go to the other side and place inside the bin.","You have three attempts, each with different dodgeballs or golfballs but never mixing both types of balls and each attempt you need to place the ball inside the bin in order to receive 10 points maximum for each attempt to a total of 30 points, if the ball doesn't get inside the bin but gets through the triangular ramp then you receive 5 points, if the ball falls while going through the ramp or falls while doing so you receive 0 points.",Medium,10,"Throughout my life I´ve always enjoyed to play with any kind of sport ball whether it is a football ball, a baskteball ball, dodgeball, etc... and so I tried to make interesting and objective games not that complex, with the other objects at my disposal such ah a ramp or a bin or a cube and make games where you would need to hit those balls in some objects, or use objects to make the ball go towards other objects and I think that yes are simple games but it can train your accuracy for example and your overall skill with sportsballs.",No. ,
3/5/2021 16:29:12," or 3 dodgeball, 1 large triangular ramp, hexagonal bin.","I throw the ball through the ramp like bowling, and the ball has to get in the bin.","Every time the ball gets in the bin you get 1 point, you have 3 balls in total, but if you don't miss the 3 balls you get the chance to throw another 3 times.",Hard,2,"Those games are the ones I've played when i have no internet, I just had to add the score system so it wasn't hard to create them.",No,No
3/5/2021 16:30:26,"To play the game you can make a quick setup with all the items you want to create a circuit into the hexagonal bin, not using one or more balls.",With the setup that you created earlier you will throw the ball into the circuit and you will try to get the ball to pass the obstacles and go through the circuit into the hexagonal bin.,"The scoring system will be drawn with the size of the ball and lenght of the circuit created, the golfballs make 30 point when they reach the bin,the dodgeballs make 20 point when they reach the bin and the beachballs make 10 point when they reach the bin, then how bigger the lenght of the circuit is more point are obtained, 10 points per 10 centimeters.",Medium,50,I tried to create simple and straight forward games as possible not to have to do a detailed and complicated explanation of the game.,No.,Good study and creative.
3/5/2021 16:37:55,You have to place some soft things on the ground and make sure that the computer is working properly and can play music.,"First, the player has to turn the music on. Then he's dancing with a teddy bear to this song and be careful about pillows, beachball, and golfballs with are on the ground.","Player's starting with 100 points. When a player fell out of rhythm, his score decreases by 1.",Medium,10,"I have a really good imagination so it was very easy for me to create these games. It was like instant idea. I don't think the games are perfect but I would play that games by myself personally.
",There is no desktop computer in 3rd photo's but it's on the list.,I don't think so.
3/5/2021 16:42:52,"3 golfballs, a large triangular ramp, the 3 triangular blocks and the 3 bridge block","First, it'd be ideal to clear out the rug. Second, you set up the 3 triangular blocks so that they make a triangular shape from above (as big as you want it to be). That will be your main target. Then, you put the bridge blocks around the shape, a fair distance from it, creating sort of a perimeter; that's another target. Now that you've got your targets, you imagine where you want to throw the golf balls from, and put the large triangular ramp between you and the targets. Now the only thing left to do is to throw them as if they were bowling balls, and using the ramp, make it land in one of the goals.","You only get 3 throws, and a throw that lands in the main target gives you 5 points. A throw that misses the target, but gets caught by the perimeter will give you 2 points. Otherwise, if the ball leaves the perimeter, you'll get no points.",Hard,7 most likely,"I considered making super-simple games, but thought they might be very boring, so I tried to make something perhaps a-little-more creative. I thought of things I used to do as a child, or even fair games.",There were so many items I could use that at times I became a little overwhelmed.,Interesting study! I enjoyed it :)
3/5/2021 16:55:33,"bed
hexagonal bin on the bed
curved wooden ramp about 2m to the bed
3 dodgballs","On the bed i'd place the hexagonal bin. About 2m of the bed i'd place the curved wooden ramp. Then, close to the wall of the opposite side of the bed i'd throw 1 dodge ball at a time through the curved wooden ramp trying to place the dodgball in the hexagonal bin",for each dodgeball place inside the bin i'd get 1 point,Easy,2,"I tried to use balls and the objective of the game to be to score with them (maybe becase I like a lot of games with balls (football, basketball, volley... even pool). Then I tried to spice it a little with some extra objects so it wouldn't be too simple and boring",No,No thanks
3/5/2021 17:05:16,"In this game all the objects start at the same point design in the picture. All you need is the 3 golfballs, 3 tall cylindrical blocks, 3 cube blocks, 3 short cylindrical blocks, 3 pyramidal blocks, 3 triangular blocks, 3 tall cylindrical blocks, 3 flat rectangular blocks, 3 bridge blocks,  2 large triangular ramps, curved wooden ramp,  3 dodgeballs, beachball.",In this game you will have to make an bowling alley with the object provided. Then you use the balls to play in your bowling alley. This give infinite solutions to the game.,If you use the 3 dodgeballs to strike the blocks you will get lesser points than when you use the 3 golfballs and more than when you use the beachball. Striking the bigger objects give you lesser points than if you strike bigger objects. Striking with the golfballs will multiply by 3 the score you got by striking the objects. If you strike using the dodgeballs it will multiply by 2 and the beachball by 1. Striking the short cylindrical blocks will give 5 points each. Striking the pyramid and bigger cylindrical block will give you 3 points. Striking 3 flat rectangular blocks and using the 3 bridge blocks will give you 1 points each. The final scores is calculated by the strike points and the multiplying that to the score of each ball.,Medium,65,"Game I already know, like escape rooms and sports games like bowling games.",None at all,No
3/5/2021 17:08:29,"The set up would be putting the hexagonal bin in the middle of the room then line up the 2 large triangular ramps 2 feet apart and 1 foot in front of the hexagonal bin. Then use the beachball, 3 dodgeballs and 3 golfballs as throwing objects.","The point of this game is to get the throwing objects (beachball, 3 dodgeballs and 3 golfballs) into the hexagonal bin by bouncing the throwing objects off of the 2 large triangular ramps placed in front of the hexagonal bin and then getting it into the hexagonal bin.","The score will work depending on what throwing objects you are using. The beach ball is 10 points for getting it into the hexagonal bin, the 3 dogeballs are 15 points for getting it in and the golf balls are 20 points for getting it in. If you miss a bounce off one of the triangular ramps that will be minus 5 points.",Hard,100,I considered what I had in the room then I tried to see what game would work best with what I had.,"No, everything went perfect!","I enjoyed this study very much, please do more."
3/5/2021 17:13:57,,"The player will use all of the different blocks available to create a course for the golf balls that starts from the bottom self that is located in front of the bed and leads to the hexagonal bin (the inside of which, is the finish-line). The player has 3 attempts (using the 3 gold balls) to perfect his course. For each attempt the player will also be using the cellphone to time how long it takes for the golf ball to make it inside the hexagonal bin or untill the golf ball falls down to the floor.",The score is calculated by adding the seconds timed in all 3 attempts and multiplying the total number of seconds by 10.,Hard,430,"I tried to immerse myself in the situation by imagining myself being bored inside the rooms that were shown. Then, by examining the available items, I tried to come up with some fun and a little challenging games that would help me pass my time.",None at all.,Very creative experiement. I very much enjoyed my time with it.
3/5/2021 17:17:43,"Needed: two teddy bears placed on the bed with about 30cm away from each other,
3 dodgeballs and the beach ball placed on the floor near the desk chair. and the desk chair need to be put away, maybe in the place where the beach ball originally located. Also the hexagonal bin need to be placed between the teddy bears (on the bed).","So the game would be, crossing/kicking the balls (dodgeballs and the beach ball) towards the three targets located on the bed (teddy bears and the hexagonal bin), need to hit the teddy bears using the balls, and also to kick the ball into the hexagonal bin.","the scoring system would be the following: hitting the teddy bear= 50 points, putting one of the three balls into the hexagonal bin = 100 points. Need to reach 1000 Points to finish the game.",Medium,"I would surely reach the 1000 points, because I am good at playing with the ball.","I tried to make it fun for me, I tried to play something that I would enjoy. Basically I only play games that I would enjoy and feel it is fun and challenging, so I tried to benefit from what the room has and create a fun game for myself.","Nope, it was all alright. ","Actually, as I used the balls in the first and second games, it was hard to create a game in the 3rd room because all what I saw at first is playing with the balls differently, but then I tried to think of something instead of the balls, and still I could enjoy."
3/5/2021 17:25:55,"I would leave the blocks as they are on the shelves
I would also take the hexagonal bin and place it underneath the shelves
I would put the three golf balls in my pocket
I would also set up a chair at the other end of the room (near the desk area)
I would place the remaining tall cylindrical blocks and the bridge blocks on top of the right shelf (above the bed)","I would throw the golf balls at the blocks (short cylindrical blocks, tall cylindrical blocks, pyramidal blocks, triangular blocks etc. which are placed on the shelves near the bed)

The aim of the game would be to throw off the blocks from the shelves and into the hexagonal bin using the golf balls ","Blocks that are lying on the bottom shelves - 1 point
Blocks that are lying on the top shelves - 2 points
Blocks that are lying on top of the shelves themselves - 3 points ",Hard,9,"I considered the objects which could actually help me create a game which actually makes sense.
I also considered my preferences when it comes to playing with toys in a room, completely on your own and bored to bits.","I slowly ran out of ideas on what game to create
I honestly believe that the more random objects you come across within a certain room the harder it becomes to create a fun game",Absolutely not. Thank you.
3/5/2021 17:31:50,"3 golfballs, 3 dodgeballs, one beachball and the hexagonal bin will be used. The bin will be placed in the middle of the room and I would be sitting on the bed, facing the bin. I would have all balls next to me on the bed.","One could play a game where the balls would have to be thrown right into the hexagonal bin, which is in the middle of the room, from the bed. It would start with the easier, golf balls, then the 3 dodgeballs and lastly, the beachball.","Each scored ball (a ball thrown correctly into the bin) would represent points. Each golfball represents one point, each dodge ball represents 2 points and the beach ball, as it is the biggest and most difficult to throw exactly in the bin, would represent 3 points. The maximum of points possible to obtain would be 12.",Medium,8,"I looked around the room and wanted to create a game that is not extremely complicated, but it's also a bit more than playing with a teddy bear and a ball. I wanted to create some sort of competition with myself and a couple of them include building structures or a time limit. I wanted to use at least 7-8 objects so the game has the potential to be fun, but I didn't want to use almost all the objects in the room so they would not be linked to each other. I wanted to give myself a few 'turns' to try get better at the game but the game is also not too time consuming, so I can end it whenever I get tired or bored.",No,No
3/5/2021 17:32:01,"hexagonal bin, 3 dodgeballs, 3 golfballs. the player is opposite the hexagonal bin, all other things are within his reach","player is situated opposite to the hexagonal bin, the balls are within his reach. he must throw 3 golfballs to use dodgeball. any golfball is scored for 10 points while every miss of golfball throw is -10 points. when he throws 3 golfballs without mistake he can throw dodgeball. one dodgeball throw is scored 30 points. while one dodgeball miss is -30. to win he must have 60 points","sucessful golfball throw is named gol, unsucesfull is fol. sucessful dodgeball throw is dol while miss lol",Easy,60,i consider easyness as you ask for a game to pass a time. i consider throwing objects the main formula for a games.,"is hard to visualize the room while having only pictures, maybe 3d look like in google maps would be easier for me to navigate","no, thank you"
3/5/2021 17:33:13,"3 golfballs, CD, poster, rug","This game is really simple, place your rug away from you, put your poster on it, and then put your CD in the middle of your poster. Your goal is to roll a ball into that cd. You have 3 balls, and 3 areas that give you points. You can roll 1 ball only once, however when your first ball is on the rug, you can move it by hitting it with the next ball, so it moves into the poster. The game ends when you already used your 3 balls.","If the ball is on the tug, you gain 1 point, if the ball is on the poster, you gain 2 points, and if your ball is on CD you gain 3 points. You gain 0 points for the ball that is on the floor instead of this 3 areas.",Easy,6,"I didnt wanted to choose specified object at first, so i made 2 out of 3 games that you can play using any objects that are in the room so i can build my own strategy while preparing to my game. However on the 3rd game i decided to create something simular to the curling game, because its really simple and satisfying game.","No, but i wanted to think more about special mechanics in the games, so i can make them more intresting.",No :)
3/5/2021 17:53:15,"2 large triangular ramps, 3 tall cylindrical blocks, 3 cube blocks  ","the game consisted of making a bridge with 2 large triangular ramps, 3 tall cylindrical blocks, 3 cube blocks, and how did we make the bridge? using the 2 large triangular at the entrance and exit of the bridge, the 3 tall cylindrical blocks lying down and finally using the 3 cube blocks as pillars to support the bridge.","
to make the score we had to stand on the bridge and the number of seconds we could take was the score we had",Medium,30,"
my strategy to create the games was due to the creativity I have and the childhood I had and gave me a lot of knowledge of games when I am alone","it was quite long, and very specific",no thanks
3/8/2021 12:33:33,,"Sort the geometrical shapes (pyramidal blocks, bridge blocks, golfballs, tall cylindrical blocks, triangle ramps, cube blocks, tall cylindrical blocks, short cylindrical blocks, flat rectangular blocks, dodgeballs) by shape and colour, from smallest to largest and by colour in a particular order decided beforehand; the order can differ from game to game, but it must be decided before starting the game.","For each item correctly placed before the time runs out the player gets 1 point. The maximum allowed time is 2 minutes and the aim is to sort as many items as possible in that time and when the participant sorts all of the items in less than 2 minutes, he can try to beat his score by decreasing the allowed time.",Medium,15,I tried to create a fun activity and one that was challenging the player and make him not give up.,No,No
