game_type,game_id,node_count,full_game_id
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-matched"
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",73,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)",159,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",38,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)",137,"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)",108,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)-matched"
matched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)",122,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",72,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",67,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",54,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",52,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)",117,"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)",123,"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)",131,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",63,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",54,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-matched"
matched,"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)",222,"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)-matched"
matched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",67,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched"
matched,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)",92,"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)-matched"
matched,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",164,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-matched"
matched,"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)",107,"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)-matched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",43,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",57,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",37,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",32,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",42,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",73,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",57,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",42,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",76,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",57,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)",100,"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)",125,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)",93,"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)",99,"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)",89,"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)",107,"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0)",79,"(1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1)",91,"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1)-unmatched"
unmatched,"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)",74,"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)",115,"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)",126,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)",155,"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)",133,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0)",112,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)",179,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)",169,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)",164,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)",87,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)-unmatched"
unmatched,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)",147,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)",135,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)",199,"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)",133,"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)",209,"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)",191,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3)",160,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)",151,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)",182,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched"
unmatched,"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)",199,"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)-unmatched"
unmatched,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)",210,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
unmatched,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)",225,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched"
