full_game_id,fitness,archive_distance
"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-matched",35.8655891418457,0
"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)-matched",37.366756439208984,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched",37.552852630615234,0
"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)-matched",36.56623458862305,0
"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-matched",37.43455123901367,0
"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)-matched",37.10990524291992,0
"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched",34.98372268676758,1
"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched",36.98673629760742,1
"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched",35.18087387084961,1
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched",35.70259475708008,1
"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",37.3451042175293,1
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-unmatched",36.77920150756836,1
"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched",37.4543571472168,1
"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched",37.20962905883789,1
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched",35.32435989379883,1
"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",37.1580924987793,1
"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched",36.56863784790039,1
"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)-unmatched",36.065792083740234,2
"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)-unmatched",36.096797943115234,2
"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched",36.002193450927734,1
"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched",36.19369888305664,2
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-unmatched",37.09572982788086,1
"(1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched",34.513248443603516,2
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1)-unmatched",35.154788970947266,2
"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)-unmatched",36.144962310791016,2
"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)-unmatched",36.83442306518555,2
"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)-unmatched",36.88125228881836,2
"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)-unmatched",37.18008041381836,2
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)-unmatched",35.8728141784668,4
"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0)-unmatched",35.68257522583008,3
"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched",36.38790512084961,2
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",36.87712478637695,1
"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched",36.95449447631836,2
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2)-unmatched",35.57749557495117,1
"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)-unmatched",36.4460334777832,3
"(1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0)-unmatched",35.69411849975586,4
"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)-unmatched",36.17924880981445,5
"(1, 1, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)-unmatched",35.147891998291016,4
"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)-unmatched",36.11686325073242,3
"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",37.12343215942383,4
"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3)-unmatched",35.16542434692383,4
"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)-unmatched",36.03133773803711,6
"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched",36.11783218383789,4
"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)-unmatched",36.53178024291992,4
"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",36.75400924682617,2
"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched",36.82999038696289,2
"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched_top_30",36.98673629760742,1
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched_top_30",35.70259475708008,1
"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",37.3451042175293,1
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-unmatched_top_30",36.77920150756836,1
"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",37.4543571472168,1
"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched_top_30",37.20962905883789,1
"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",37.1580924987793,1
"(1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched_top_30",36.56863784790039,1
"(1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0)-unmatched_top_30",36.065792083740234,2
"(1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1)-unmatched_top_30",36.096797943115234,2
"(1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0)-unmatched_top_30",36.002193450927734,1
"(1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0)-unmatched_top_30",36.19369888305664,2
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-unmatched_top_30",37.09572982788086,1
"(1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0)-unmatched_top_30",36.144962310791016,2
"(1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)-unmatched_top_30",36.83442306518555,2
"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)-unmatched_top_30",36.88125228881836,2
"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)-unmatched_top_30",37.18008041381836,2
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0)-unmatched_top_30",35.8728141784668,4
"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0)-unmatched_top_30",36.38790512084961,2
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",36.87712478637695,1
"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",36.95449447631836,2
"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)-unmatched_top_30",36.4460334777832,3
"(1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0)-unmatched_top_30",36.17924880981445,5
"(1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0)-unmatched_top_30",36.11686325073242,3
"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",37.12343215942383,4
"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)-unmatched_top_30",36.03133773803711,6
"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1)-unmatched_top_30",36.11783218383789,4
"(1, 1, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0)-unmatched_top_30",36.53178024291992,4
"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",36.75400924682617,2
"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0)-unmatched_top_30",36.82999038696289,2
